Company,TypeName,Inches,Ram,OpSys,Weight,CPU,SSD,HDD
HP,Workstation,15.6,8,Windows,2.59,Intel Core i7,256,0
HP,2 in 1 Convertible,13.3,8,Windows,1.48,Intel Core i7,256,0
HP,Workstation,15.6,8,Windows,2.0,Intel Core i7,256,0
HP,Ultrabook,12.5,8,Windows,1.26,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.18,Intel Core i7,256,0
HP,Notebook,15.6,8,Windows,1.88,Intel Core i5,256,0
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.27,Intel Core i7,256,0
Lenovo,Notebook,15.6,4,Other,1.9,Intel Core i3,0,1000
HP,Notebook,15.6,4,Windows,1.86,AMD/Other Processors,0,500
Lenovo,Notebook,15.6,8,Other,2.32,Intel Core i5,0,1000
Dell,Gaming,15.6,8,Windows,2.62,Intel Core i7,0,1000
Dell,Notebook,15.6,8,Windows,2.04,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,1.91,AMD/Other Processors,256,0
MSI,Gaming,17.3,16,Windows,2.7,Intel Core i7,256,1000
Lenovo,Ultrabook,14.0,12,Windows,1.4,Intel Core i7,512,0
Lenovo,Notebook,15.6,8,Windows,2.5,Intel Core i5,0,0
HP,2 in 1 Convertible,13.3,8,Windows,1.48,Intel Core i7,512,0
Lenovo,Ultrabook,14.0,8,Windows,1.7,Intel Core i7,256,0
MSI,Gaming,14.0,16,Windows,1.7,Intel Core i7,256,1000
HP,Gaming,15.6,8,Windows,2.62,Intel Core i7,0,1000
Lenovo,Notebook,15.6,8,Windows,2.2,Intel Core i3,0,1000
HP,Notebook,15.6,4,Other,2.1,Intel Core i5,0,500
Dell,Gaming,15.6,8,Windows,2.62,Intel Core i7,128,1000
Lenovo,Notebook,15.6,8,Windows,1.95,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,Intel Core i3,0,1000
HP,Notebook,14.0,2,Windows,1.44,Other Intel Processors,0,0
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i7,0,1000
HP,Notebook,15.6,8,Windows,1.96,Intel Core i7,256,0
HP,Notebook,15.6,16,Windows,2.1,Intel Core i7,512,0
Asus,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
Lenovo,Notebook,15.6,4,Other,2.1,Intel Core i5,0,500
Lenovo,Notebook,15.6,8,Other,2.2,Intel Core i7,0,1000
Asus,Notebook,14.0,4,Windows,2.0,Intel Core i3,256,0
Lenovo,Notebook,15.6,4,Windows,2.32,Intel Core i7,0,0
Lenovo,Gaming,15.6,16,Windows,3.31,Intel Core i7,512,0
MSI,Gaming,15.6,16,Windows,1.91,Intel Core i7,128,1000
HP,Notebook,15.6,4,Windows,2.07,Intel Core i3,0,500
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.36,Intel Core i5,256,0
Lenovo,Ultrabook,15.6,6,Windows,1.54,Intel Core i7,256,0
Dell,Notebook,15.6,8,Linux,1.98,Intel Core i7,256,0
Acer,Notebook,15.6,4,Windows,2.1,Other Intel Processors,0,500
HP,Notebook,15.6,6,Windows,2.18,Intel Core i7,0,1000
Asus,Gaming,15.6,8,Windows,2.591,Intel Core i7,256,1000
Dell,2 in 1 Convertible,15.6,16,Windows,2.09,Intel Core i7,512,0
Acer,Notebook,15.6,4,Windows,2.23,Intel Core i5,256,0
Dell,Ultrabook,13.3,8,Linux,1.23,Intel Core i5,256,0
Acer,Gaming,17.3,16,Windows,4.2,Intel Core i7,256,1000
Lenovo,Gaming,15.6,8,Windows,2.4,Intel Core i5,0,1000
Samsung,2 in 1 Convertible,12.3,4,Other,1.15,AMD/Other Processors,0,0
HP,Notebook,15.6,4,Windows,1.86,Intel Core i5,0,500
Apple,Ultrabook,12.0,8,Mac,0.92,Other Intel Processors,0,0
Dell,2 in 1 Convertible,13.3,8,Windows,1.6,Intel Core i5,256,0
HP,Notebook,15.6,12,Windows,2.21,Intel Core i7,128,1000
Lenovo,Notebook,15.6,4,Other,1.9,Intel Core i3,0,1000
Asus,Gaming,17.3,16,Windows,4.3,Intel Core i7,512,1000
Acer,Notebook,15.6,4,Linux,2.1,Other Intel Processors,0,1000
MSI,Gaming,17.3,16,Windows,2.43,Intel Core i7,256,1000
Dell,Notebook,15.6,4,Windows,2.3,Intel Core i3,128,0
Lenovo,Notebook,15.6,8,Other,2.2,Intel Core i7,0,500
Dell,2 in 1 Convertible,15.6,16,Windows,2.0,Intel Core i7,512,0
Dell,Ultrabook,13.3,16,Windows,1.2,Intel Core i7,512,0
Asus,Gaming,15.6,8,Windows,2.2,Intel Core i7,0,1000
Dell,Notebook,15.6,8,Windows,2.36,Intel Core i5,256,0
HP,Notebook,15.6,8,Windows,1.91,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,AMD/Other Processors,0,500
Acer,Notebook,17.3,8,Windows,3.3,Intel Core i3,0,1000
Asus,Gaming,15.6,16,Windows,2.2,Intel Core i7,256,1000
Apple,Ultrabook,12.0,8,Mac,0.92,Other Intel Processors,0,0
Asus,Notebook,15.6,16,Windows,2.2,Intel Core i7,128,1000
MSI,Gaming,17.3,16,Windows,2.43,Intel Core i7,256,1000
Dell,2 in 1 Convertible,15.6,8,Windows,2.191,Intel Core i5,256,0
Asus,Gaming,17.3,16,Windows,2.9,Intel Core i7,256,1000
Acer,Netbook,11.6,2,Other,1.3,Other Intel Processors,32,0
Acer,Notebook,17.3,4,Windows,3.3,Intel Core i3,0,1000
Lenovo,Notebook,17.3,8,Other,2.8,Intel Core i5,0,1000
Lenovo,Gaming,15.6,8,Windows,2.6,Intel Core i7,128,1000
Acer,2 in 1 Convertible,14.0,8,Windows,1.2,Intel Core i7,256,0
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i7,256,0
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i7,128,1000
HP,Notebook,15.6,6,Windows,2.1,AMD/Other Processors,0,1000
Dell,Ultrabook,12.5,8,Windows,1.26,Intel Core i5,256,0
Dell,2 in 1 Convertible,15.0,4,Windows,2.08,Intel Core i3,0,500
Asus,Notebook,15.6,4,Windows,2.65,Other Intel Processors,0,1000
Dell,Ultrabook,13.3,8,Windows,1.29,Intel Core i7,256,0
Dell,Notebook,15.6,4,Linux,2.18,Intel Core i5,0,1000
Lenovo,Gaming,15.6,16,Windows,2.6,Intel Core i7,128,1000
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i7,128,1000
Lenovo,Netbook,12.5,16,Windows,1.3,Intel Core i7,512,0
Razer,Gaming,14.0,16,Windows,1.95,Intel Core i7,1000,0
Dell,Notebook,15.6,8,Windows,2.3,Intel Core i3,0,1000
MSI,Gaming,17.3,16,Windows,2.7,Intel Core i7,256,1000
Apple,Ultrabook,11.6,4,Mac,1.08,Intel Core i5,0,0
HP,Notebook,15.6,4,Windows,2.1,Intel Core i3,0,1000
HP,Ultrabook,14.0,8,Windows,1.54,Intel Core i7,256,0
Dell,Notebook,15.6,4,Windows,2.24,Intel Core i5,0,500
MSI,Gaming,15.6,8,Windows,2.3,Intel Core i7,128,1000
Lenovo,Notebook,13.3,16,Windows,1.4,Intel Core i7,512,0
Lenovo,Notebook,15.6,6,Windows,2.2,AMD/Other Processors,256,0
Asus,Ultrabook,13.3,8,Windows,1.45,Intel Core i7,256,0
Acer,Notebook,15.6,4,Linux,2.4,Intel Core i3,0,500
Dell,2 in 1 Convertible,17.3,16,Windows,2.77,Intel Core i7,512,0
HP,Notebook,14.0,4,Windows,1.54,Intel Core i5,256,0
Asus,Gaming,15.6,16,Windows,2.5,Intel Core i7,256,1000
Dell,Notebook,14.0,4,Windows,1.6,Intel Core i5,0,500
Asus,Gaming,15.6,16,Windows,2.34,Intel Core i7,256,1000
Lenovo,Notebook,15.6,8,Other,2.3,Intel Core i5,256,0
Dell,2 in 1 Convertible,13.3,8,Windows,1.24,Intel Core i5,256,0
Dell,Notebook,15.6,4,Linux,2.2,Other Intel Processors,0,500
HP,Notebook,15.6,4,Windows,1.86,AMD/Other Processors,0,500
Lenovo,Notebook,15.6,6,Windows,2.4,Intel Core i3,128,0
Lenovo,Notebook,14.0,8,Windows,1.9,Intel Core i5,256,0
Dell,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
Asus,Notebook,15.6,4,Windows,2.0,Other Intel Processors,0,1000
Asus,Gaming,17.3,16,Windows,4.0,Intel Core i7,128,1000
Dell,Notebook,15.6,4,Windows,2.29,Intel Core i3,0,500
Lenovo,Notebook,15.6,8,Windows,2.32,Intel Core i7,0,0
MSI,Gaming,15.6,8,Windows,2.4,Intel Core i7,128,1000
Lenovo,2 in 1 Convertible,14.0,4,Windows,1.8,Intel Core i5,128,0
Asus,Ultrabook,13.3,8,Windows,1.2,Other Intel Processors,512,0
Dell,Notebook,15.6,6,Windows,2.3,Intel Core i3,0,1000
Acer,Notebook,15.6,4,Linux,2.4,Other Intel Processors,0,500
Dell,Notebook,15.6,2,Windows,2.2,Other Intel Processors,0,500
Lenovo,Notebook,15.6,8,Windows,2.6,Intel Core i7,0,1000
HP,Notebook,15.6,6,Windows,2.04,AMD/Other Processors,0,0
Dell,Notebook,15.6,8,Linux,2.3,Intel Core i7,0,1000
HP,Netbook,11.6,2,Windows,1.17,Other Intel Processors,0,0
Asus,Notebook,15.6,4,Windows,2.2,Intel Core i7,0,500
Lenovo,2 in 1 Convertible,14.0,4,Windows,1.8,Intel Core i7,128,0
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,Intel Core i7,512,0
Lenovo,Notebook,14.0,2,Windows,1.5,Other Intel Processors,0,0
HP,Notebook,15.6,6,Windows,2.19,Intel Core i7,0,1000
Asus,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
Asus,Ultrabook,13.3,8,Windows,1.2,Other Intel Processors,512,0
Dell,Notebook,15.6,6,Windows,2.3,Intel Core i3,0,1000
Acer,Notebook,15.6,4,Linux,2.4,Other Intel Processors,0,500
Dell,Notebook,15.6,2,Windows,2.2,Other Intel Processors,0,500
Lenovo,Notebook,15.6,8,Windows,2.6,Intel Core i7,0,1000
HP,Notebook,15.6,6,Windows,2.04,AMD/Other Processors,0,0
Dell,Notebook,15.6,8,Linux,2.3,Intel Core i7,0,1000
HP,Netbook,11.6,2,Windows,1.17,Other Intel Processors,0,0
Asus,Notebook,15.6,4,Windows,2.2,Intel Core i7,0,500
Lenovo,2 in 1 Convertible,14.0,4,Windows,1.8,Intel Core i7,128,0
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,Intel Core i7,512,0
Lenovo,Notebook,14.0,2,Windows,1.5,Other Intel Processors,0,0
HP,Notebook,15.6,6,Windows,2.19,Intel Core i7,0,1000
Asus,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
Asus,Ultrabook,13.3,8,Windows,1.2,Other Intel Processors,512,0
Dell,Notebook,15.6,6,Windows,2.3,Intel Core i3,0,1000
Acer,Notebook,15.6,4,Linux,2.4,Other Intel Processors,0,500
Dell,Notebook,15.6,2,Windows,2.2,Other Intel Processors,0,500
Lenovo,Notebook,15.6,8,Windows,2.6,Intel Core i7,0,1000
HP,Notebook,15.6,6,Windows,2.04,AMD/Other Processors,0,0
Dell,Notebook,15.6,8,Linux,2.3,Intel Core i7,0,1000
HP,Netbook,11.6,2,Windows,1.17,Other Intel Processors,0,0
Asus,Notebook,15.6,4,Windows,2.2,Intel Core i7,0,500
Lenovo,2 in 1 Convertible,14.0,4,Windows,1.8,Intel Core i7,128,0
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,Intel Core i7,512,0
Lenovo,Notebook,14.0,2,Windows,1.5,Other Intel Processors,0,0
HP,Notebook,15.6,6,Windows,2.19,Intel Core i7,0,1000
Asus,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
